review_idx,asin,rating,aspect,sentence,sentence_label,sentence_score,is_negative
2,B085DL3KMR,5.0,comfort_fit,The fit is tighter both ears and more comfortable.<br /><br />The call quality is great and I'm told the microphone is clear on the other end.<br />The touch is a bit sensitive but I like that and it didn't take long to adjust how to hold it around the edge not to trigger that.,POSITIVE,0.9990235567092896,0
2,B085DL3KMR,5.0,durability,The fit is tighter both ears and more comfortable.<br /><br />The call quality is great and I'm told the microphone is clear on the other end.<br />The touch is a bit sensitive but I like that and it didn't take long to adjust how to hold it around the edge not to trigger that.,POSITIVE,0.9990235567092896,0
3,B07J2Z5DBM,5.0,sound_quality,Great sound and convenient bluetooth make these ideal.,POSITIVE,0.999744713306427,0
3,B07J2Z5DBM,5.0,connectivity,Great sound and convenient bluetooth make these ideal.,POSITIVE,0.999744713306427,0
3,B07J2Z5DBM,5.0,comfort_fit,I hear enough of the traffic to be safe and yet the tunes come through loud and clear.,POSITIVE,0.9986310601234436,0
3,B07J2Z5DBM,5.0,comfort_fit,I highly recommend these earbuds.,POSITIVE,0.9998157620429993,0
4,B08BYH8SNB,5.0,comfort_fit,"As of this review these earbuds cost $24.49, and I think that's reasonable for what you get.",POSITIVE,0.9452032446861267,0
4,B08BYH8SNB,5.0,connectivity,These connected via Bluetooth instantly to my PC but it took several attempts to get them to connect to my android phone but eventually they did.,NEGATIVE,0.9975870847702026,1
4,B08BYH8SNB,5.0,sound_quality,I like to listen to various podcasts and music.,POSITIVE,0.9977903366088867,0
4,B08BYH8SNB,5.0,sound_quality,The sound is pretty good and once I get them situated in my ears I forget they're there.,POSITIVE,0.9995948672294617,0
4,B08BYH8SNB,5.0,comfort_fit,The sound is pretty good and once I get them situated in my ears I forget they're there.,POSITIVE,0.9995948672294617,0
4,B08BYH8SNB,5.0,battery,The case is really easy to carry in my purse and is easy to keep the earbuds charged.,POSITIVE,0.9953833222389221,0
4,B08BYH8SNB,5.0,comfort_fit,The case is really easy to carry in my purse and is easy to keep the earbuds charged.,POSITIVE,0.9953833222389221,0
4,B08BYH8SNB,5.0,battery,I don't know how long the battery life is because once I finish using them I put them back in their case.,NEGATIVE,0.9986557960510254,1
4,B08BYH8SNB,5.0,battery,But I have worn them for over 2 hours and they held a charge that long.,NEGATIVE,0.7148854732513428,1
5,B005EIVL5G,5.0,comfort_fit,Ear buds have a popped off but nothing big.,NEGATIVE,0.9964638352394104,1
5,B005EIVL5G,5.0,sound_quality,They work and are great sounding.,POSITIVE,0.999887228012085,0
6,B002SSPNXQ,1.0,connectivity,"My $40.00 headphones broke, so I thought I would buy a replacement pair.",NEGATIVE,0.9993491768836975,1
6,B002SSPNXQ,1.0,durability,"My $40.00 headphones broke, so I thought I would buy a replacement pair.",NEGATIVE,0.9993491768836975,1
6,B002SSPNXQ,1.0,sound_quality,My girlfriend suggested Coby Deep Bass for the sound quality.,NEGATIVE,0.9249756932258606,1
6,B002SSPNXQ,1.0,durability,My girlfriend suggested Coby Deep Bass for the sound quality.,NEGATIVE,0.9249756932258606,1
6,B002SSPNXQ,1.0,sound_quality,"I must admit, the CV215SVR sound and wear better than the CV163.",NEGATIVE,0.9788099527359009,1
6,B002SSPNXQ,1.0,comfort_fit,"I must admit, the CV215SVR sound and wear better than the CV163.",NEGATIVE,0.9788099527359009,1
6,B002SSPNXQ,1.0,sound_quality,"The one album I did listen to sounded pretty good because I didn't have to use the iPod EQ.<br /><br />The swivel mechanism on the earphone snapped upon my touch, and I'm a weakling.",NEGATIVE,0.6897310018539429,1
6,B002SSPNXQ,1.0,comfort_fit,"The one album I did listen to sounded pretty good because I didn't have to use the iPod EQ.<br /><br />The swivel mechanism on the earphone snapped upon my touch, and I'm a weakling.",NEGATIVE,0.6897310018539429,1
6,B002SSPNXQ,1.0,comfort_fit,"I was actually unaware the earphones turned and swiveled, which is a great feature.<br /><br />These headphones would be useful if they had more than $10.00 worth of craftsmanship put into them, in fact they would be the best pair for the price.",POSITIVE,0.9931647181510925,0
6,B002SSPNXQ,1.0,connectivity,"I was actually unaware the earphones turned and swiveled, which is a great feature.<br /><br />These headphones would be useful if they had more than $10.00 worth of craftsmanship put into them, in fact they would be the best pair for the price.",POSITIVE,0.9931647181510925,0
6,B002SSPNXQ,1.0,comfort_fit,"I guess I am stuck with the Coby CV163 in the time being (I suggest them, but they are entirely too small; the only pair of headphones to be too small on my head).<br /><br />The earbuds are absolutely horrible, but so were the last pair I found.",NEGATIVE,0.9980042576789856,1
6,B002SSPNXQ,1.0,connectivity,"I guess I am stuck with the Coby CV163 in the time being (I suggest them, but they are entirely too small; the only pair of headphones to be too small on my head).<br /><br />The earbuds are absolutely horrible, but so were the last pair I found.",NEGATIVE,0.9980042576789856,1
6,B002SSPNXQ,1.0,sound_quality,The earbuds make you sound like you're under water.,NEGATIVE,0.982886016368866,1
6,B002SSPNXQ,1.0,comfort_fit,The earbuds make you sound like you're under water.,NEGATIVE,0.982886016368866,1
7,B00081A2DQ,3.0,comfort_fit,"The form-fitting cushions block outside noise nicely; you squeeze them, pop them in your ears and let them to expand for a snug fit.",POSITIVE,0.986081600189209,0
7,B00081A2DQ,3.0,comfort_fit,Much more comfortable than the iPod earbuds.,POSITIVE,0.9992127418518066,0
7,B00081A2DQ,3.0,sound_quality,But the main reason I picked the Spark Plug earbuds was for the sound quality.,NEGATIVE,0.9892305731773376,1
7,B00081A2DQ,3.0,comfort_fit,But the main reason I picked the Spark Plug earbuds was for the sound quality.,NEGATIVE,0.9892305731773376,1
7,B00081A2DQ,3.0,durability,But the main reason I picked the Spark Plug earbuds was for the sound quality.,NEGATIVE,0.9892305731773376,1
7,B00081A2DQ,3.0,sound_quality,"The bass tends to ""spread"" and muddy the midrange, including vocals.",NEGATIVE,0.999291181564331,1
7,B00081A2DQ,3.0,connectivity,"The bass tends to ""spread"" and muddy the midrange, including vocals.",NEGATIVE,0.999291181564331,1
7,B00081A2DQ,3.0,sound_quality,"I've tried every EQ setting on my iPod Nano and found the ""acoustic"" and ""treble booster"" to work best for the bands I listen to: Voxtrot, Wilco, Pernice Brothers, Wolf Parade, Libertines, etc.<br />They're certainly not horrible, but I was hoping for better.",NEGATIVE,0.9774322509765625,1
9,B088BR7C7H,4.0,sound_quality,"I mainly use this for music and to listen to audiobooks in the MP3 format, and it's easy to load the files in order from LibriVox and then listen to them.",NEGATIVE,0.9925366640090942,1
9,B088BR7C7H,4.0,comfort_fit,"If you don't want to use the included earbuds, I'll mention that not all earbuds or headphones make a good connection to the MP3 player.",NEGATIVE,0.9994995594024658,1
9,B088BR7C7H,4.0,connectivity,"If you don't want to use the included earbuds, I'll mention that not all earbuds or headphones make a good connection to the MP3 player.",NEGATIVE,0.9994995594024658,1
9,B088BR7C7H,4.0,comfort_fit,"As in, some don't connect fully so you hear nothing.",NEGATIVE,0.9994202852249146,1
9,B088BR7C7H,4.0,connectivity,"As in, some don't connect fully so you hear nothing.",NEGATIVE,0.9994202852249146,1
9,B088BR7C7H,4.0,comfort_fit,"My favorite headphones work with it, but two other earbuds didn't.",NEGATIVE,0.9927306771278381,1
9,B088BR7C7H,4.0,sound_quality,"It picks up sound if you're holding it very close to your mouth, but don't expect to be able to hear any speaking that's more than like 3 foot away.<br /><br />This review is based on over a week of daily use; maybe 5 hours of listening time.",NEGATIVE,0.9873208999633789,1
9,B088BR7C7H,4.0,comfort_fit,"It picks up sound if you're holding it very close to your mouth, but don't expect to be able to hear any speaking that's more than like 3 foot away.<br /><br />This review is based on over a week of daily use; maybe 5 hours of listening time.",NEGATIVE,0.9873208999633789,1
10,B07ZRMHGWH,5.0,battery,but...<br /><br />The issue may have been caused by the battery not being fully charged and the instructions were not very clear about the device name.,NEGATIVE,0.9998065829277039,1
10,B07ZRMHGWH,5.0,comfort_fit,but...<br /><br />The issue may have been caused by the battery not being fully charged and the instructions were not very clear about the device name.,NEGATIVE,0.9998065829277039,1
10,B07ZRMHGWH,5.0,comfort_fit,"When the device FINALLY appeared in FINDER it was listed as ""NO NAME"" and once I clicked on the device the VOICE file appeared.",NEGATIVE,0.9990761280059814,1
10,B07ZRMHGWH,5.0,battery,"I clicked once and to my delight, I found several files from my ""Testing, hello, hello"" to my voice-activated recordings of increasing levels of frustration all neatly cataloged and time-stamped.<br /><br />PROS:<br />- Tiny stealth device<br />- Sensitive mic<br />- Simple to use (once the battery is charged)<br />- Excellent voice clarity on playback<br /><br />CONS:<br />- Requires a computer to listen to the recordings.",NEGATIVE,0.9356016516685486,1
10,B07ZRMHGWH,5.0,sound_quality,"I clicked once and to my delight, I found several files from my ""Testing, hello, hello"" to my voice-activated recordings of increasing levels of frustration all neatly cataloged and time-stamped.<br /><br />PROS:<br />- Tiny stealth device<br />- Sensitive mic<br />- Simple to use (once the battery is charged)<br />- Excellent voice clarity on playback<br /><br />CONS:<br />- Requires a computer to listen to the recordings.",NEGATIVE,0.9356016516685486,1
10,B07ZRMHGWH,5.0,comfort_fit,"It would be great if I could use it with earbuds as an option.<br /><br />SUMMARY:<br />This is an excellent device and can be used for Dr visits, job interviews, school, or any number of situations that would require a compact and stealthy voice activated recorder.",POSITIVE,0.994717538356781,0
11,B0B15FN1Z2,5.0,comfort_fit,"I initially ordered this because my wife sometimes has difficulty hearing, and finding a set of ear buds that work well and that are comfortable is a real challenge.",POSITIVE,0.9995049238204956,0
11,B0B15FN1Z2,5.0,comfort_fit,"I thought that this product looked like it would be much more comfortable than ear plugs, and that it just might work as well.",NEGATIVE,0.9929097294807434,1
11,B0B15FN1Z2,5.0,comfort_fit,"It is, indeed, so incredibly comfortable to wear.",POSITIVE,0.9997095465660095,0
11,B0B15FN1Z2,5.0,comfort_fit,"It is easy to put on and fits any size head: my large head with not much hair, and my wife's ""normal"" sized head with long hair.",NEGATIVE,0.9837486743927002,1
11,B0B15FN1Z2,5.0,sound_quality,"The sound quality is what was most surprising, however.",POSITIVE,0.9971983432769775,0
11,B0B15FN1Z2,5.0,durability,"The sound quality is what was most surprising, however.",POSITIVE,0.9971983432769775,0
11,B0B15FN1Z2,5.0,comfort_fit,It is perhaps hard to imagine that one could hear well without anything actually being in your ear... but that's exactly what happens with this product.,POSITIVE,0.9712997674942017,0
11,B0B15FN1Z2,5.0,connectivity,"Add to all of this, the Bluetooth technology is handy and easy to use with any Bluetooth enabled device.",POSITIVE,0.9996137022972107,0
12,B00JZHM4LC,4.0,sound_quality,I use these primarily to watch movies and for game play on my tablet rather than to listen to music on a regular basis.,NEGATIVE,0.9976640939712524,1
12,B00JZHM4LC,4.0,battery,"The beauty of the 3mm plug in is that there isn't a blue tooth connection or battery issue to worry about, it just works as long as you have the headphones plugged in.",POSITIVE,0.9823883175849915,0
12,B00JZHM4LC,4.0,connectivity,"The beauty of the 3mm plug in is that there isn't a blue tooth connection or battery issue to worry about, it just works as long as you have the headphones plugged in.",POSITIVE,0.9823883175849915,0
12,B00JZHM4LC,4.0,comfort_fit,"The ear pieces are pretty well padded and do a decent job blocking out extraneous noises - the television for example can still be heard, but sort in the distance.",NEGATIVE,0.9351884722709656,1
12,B00JZHM4LC,4.0,comfort_fit,"I much prefer traditional over the ear headphones to ear buds, you can wear them longer with less pain and these Philips live up to that.",POSITIVE,0.9836292862892151,0
12,B00JZHM4LC,4.0,sound_quality,"The sound is decent, full and complete and both sides seem correct, neither ear was missing out on dialog or background music.",POSITIVE,0.9989872574806213,0
12,B00JZHM4LC,4.0,comfort_fit,"The sound is decent, full and complete and both sides seem correct, neither ear was missing out on dialog or background music.",POSITIVE,0.9989872574806213,0
12,B00JZHM4LC,4.0,comfort_fit,My one issue is there is a distinct static feedback when you connect them - I have to jiggle the cord or pull it out and try again more than once before it's clear with almost every device I connect them too.,NEGATIVE,0.9934970140457153,1
12,B00JZHM4LC,4.0,connectivity,My one issue is there is a distinct static feedback when you connect them - I have to jiggle the cord or pull it out and try again more than once before it's clear with almost every device I connect them too.,NEGATIVE,0.9934970140457153,1
13,B09JQMJHXY,5.0,sound_quality,The noise canceling feature is amazing!,POSITIVE,0.999671220779419,0
13,B09JQMJHXY,5.0,battery,The battery life is good.,POSITIVE,0.9997503161430359,0
14,B07SJR6HL3,5.0,sound_quality,I had first ordered the Life P2 earbuds and wasn't satisfied only because they didn't have a deep bass sound that I like while listening to music.,NEGATIVE,0.9981650710105896,1
14,B07SJR6HL3,5.0,comfort_fit,I had first ordered the Life P2 earbuds and wasn't satisfied only because they didn't have a deep bass sound that I like while listening to music.,NEGATIVE,0.9981650710105896,1
14,B07SJR6HL3,5.0,comfort_fit,A lot of her classes are using zoom calls and she says the earbuds are awesome.,POSITIVE,0.9997789263725281,0
14,B07SJR6HL3,5.0,comfort_fit,I was concerned about the fit since I bike a lot and don't want these falling out but these have a great fit in my ear (better than the previous ones).,POSITIVE,0.9993091821670532,0
14,B07SJR6HL3,5.0,sound_quality,The sound is awesome with great bass and these are by far the best headset/earbuds I've ever owned.,POSITIVE,0.9998496770858765,0
14,B07SJR6HL3,5.0,comfort_fit,The sound is awesome with great bass and these are by far the best headset/earbuds I've ever owned.,POSITIVE,0.9998496770858765,0
16,B0B4291XZG,4.0,connectivity,But it was made before bluetooth and being able to find it instead of attaching a USB cord works for me.,NEGATIVE,0.997904896736145,1
16,B0B4291XZG,4.0,connectivity,I was using a rather large receiver/transmitter to connect my Zen to a pair of wireless headphones.,NEGATIVE,0.9971454739570618,1
16,B0B4291XZG,4.0,battery,I like not using my phone to listen to music because I really do have a ton of music saved on my Zen and using it instead of my phone means it holds a charge longer.,NEGATIVE,0.9965304732322693,1
16,B0B4291XZG,4.0,sound_quality,I like not using my phone to listen to music because I really do have a ton of music saved on my Zen and using it instead of my phone means it holds a charge longer.,NEGATIVE,0.9965304732322693,1
17,B078G247JR,5.0,comfort_fit,This is such a great way to keep your earbuds from getting tangled.,POSITIVE,0.9992669224739075,0
18,B01G8JO5F2,5.0,sound_quality,Great headphones and great sound.,POSITIVE,0.9998867511749268,0
18,B01G8JO5F2,5.0,comfort_fit,Only small thing that irks me is the minor disturbing interference when pressing the buttons on the earbuds.,NEGATIVE,0.9929189085960388,1
19,B08L5LKVY7,5.0,sound_quality,"I switched from button-style earbuds, to this style-with ear loops to secure them to the outer ears due to constantly losing my regular earbuds when I worked out, or worked in the garden.<br /><br />The sound quality on these is quite good for the price point, they stay in my ears very well, and I only lose one if I fall asleep with one in (that’s on me).<br /><br />The only issue I have with these and Holy High’s over- the- ear buds, is that they can hit the high part of the inner part of my outer ear (pinna/auricle) where there is a cartilage high spot, which can be irritating if wearing for an extended time.<br />This is an issue with most over-the-ear buds, but it’s usually minimal if I’m not wearing them for long hours on end.",NEGATIVE,0.9910594820976257,1
19,B08L5LKVY7,5.0,comfort_fit,"I switched from button-style earbuds, to this style-with ear loops to secure them to the outer ears due to constantly losing my regular earbuds when I worked out, or worked in the garden.<br /><br />The sound quality on these is quite good for the price point, they stay in my ears very well, and I only lose one if I fall asleep with one in (that’s on me).<br /><br />The only issue I have with these and Holy High’s over- the- ear buds, is that they can hit the high part of the inner part of my outer ear (pinna/auricle) where there is a cartilage high spot, which can be irritating if wearing for an extended time.<br />This is an issue with most over-the-ear buds, but it’s usually minimal if I’m not wearing them for long hours on end.",NEGATIVE,0.9910594820976257,1
19,B08L5LKVY7,5.0,durability,"I switched from button-style earbuds, to this style-with ear loops to secure them to the outer ears due to constantly losing my regular earbuds when I worked out, or worked in the garden.<br /><br />The sound quality on these is quite good for the price point, they stay in my ears very well, and I only lose one if I fall asleep with one in (that’s on me).<br /><br />The only issue I have with these and Holy High’s over- the- ear buds, is that they can hit the high part of the inner part of my outer ear (pinna/auricle) where there is a cartilage high spot, which can be irritating if wearing for an extended time.<br />This is an issue with most over-the-ear buds, but it’s usually minimal if I’m not wearing them for long hours on end.",NEGATIVE,0.9910594820976257,1
19,B08L5LKVY7,5.0,comfort_fit,"These have become my favorite earbuds, if that tells you anything.<br /><br />1 year update: I now own two sets of these (one purchased a year ago, and one purchased in the last 6-9 months I think), one in each color.",POSITIVE,0.9070896506309509,0
19,B08L5LKVY7,5.0,sound_quality,"The sound is good for the price point, I don’t mind the soft touch button anymore, and I like these far better than my Comiso and HolyHigh sets.",POSITIVE,0.9997022747993469,0
19,B08L5LKVY7,5.0,sound_quality,"I always have an earbud in my ear playing audiobooks, music, streaming shows or taking calls, and these are still working.",POSITIVE,0.9926130771636963,0
19,B08L5LKVY7,5.0,comfort_fit,"I always have an earbud in my ear playing audiobooks, music, streaming shows or taking calls, and these are still working.",POSITIVE,0.9926130771636963,0
19,B08L5LKVY7,5.0,battery,"Will update if that changes.<br /><br />I will say the Comiso brand has stopped even taking a charge months ago, and they’re about the same age as my black set of these Back Bay earbuds…",NEGATIVE,0.9991301894187927,1
19,B08L5LKVY7,5.0,comfort_fit,"Will update if that changes.<br /><br />I will say the Comiso brand has stopped even taking a charge months ago, and they’re about the same age as my black set of these Back Bay earbuds…",NEGATIVE,0.9991301894187927,1
20,B00WJHOB70,5.0,comfort_fit,I was having such a hard time finding earbuds that fit my needs.,NEGATIVE,0.9983795881271362,1
20,B00WJHOB70,5.0,sound_quality,"I don't like anything too big or uncomfortable in my ear, but I also don't want to give up sound quality.",NEGATIVE,0.9760453104972839,1
20,B00WJHOB70,5.0,comfort_fit,"I don't like anything too big or uncomfortable in my ear, but I also don't want to give up sound quality.",NEGATIVE,0.9760453104972839,1
20,B00WJHOB70,5.0,durability,"I don't like anything too big or uncomfortable in my ear, but I also don't want to give up sound quality.",NEGATIVE,0.9760453104972839,1
20,B00WJHOB70,5.0,comfort_fit,These fit perfectly and souned really good compared to many others I have tried.,POSITIVE,0.9998515844345093,0
21,B00006ZCDS,5.0,connectivity,I previously owned the Sony-Ericsson model for bluetooth phones.,NEGATIVE,0.7214265465736389,1
21,B00006ZCDS,5.0,connectivity,"Now that I am with Sprint, I don't have a bluetooth phone.",NEGATIVE,0.9958904981613159,1
21,B00006ZCDS,5.0,sound_quality,"Here is what I liked about this Jabra for non-bluetooth phones:<br /><br />Pros:<br />- Easy to use<br />- Fits snugly in ear, making it feel like it will stay vs. other BT headsets that flop around<br />- Ear gel helps the sound come in clearer and bolder unlike the other BT headsets.",POSITIVE,0.9915146827697754,0
21,B00006ZCDS,5.0,comfort_fit,"Here is what I liked about this Jabra for non-bluetooth phones:<br /><br />Pros:<br />- Easy to use<br />- Fits snugly in ear, making it feel like it will stay vs. other BT headsets that flop around<br />- Ear gel helps the sound come in clearer and bolder unlike the other BT headsets.",POSITIVE,0.9915146827697754,0
21,B00006ZCDS,5.0,connectivity,"Here is what I liked about this Jabra for non-bluetooth phones:<br /><br />Pros:<br />- Easy to use<br />- Fits snugly in ear, making it feel like it will stay vs. other BT headsets that flop around<br />- Ear gel helps the sound come in clearer and bolder unlike the other BT headsets.",POSITIVE,0.9915146827697754,0
21,B00006ZCDS,5.0,sound_quality,The sound of other headsets doesn't reach your ear well.<br />- Allows for answering and ending calls with the push of a button; all this for a non bluetooth phone!,NEGATIVE,0.9994175434112549,1
21,B00006ZCDS,5.0,comfort_fit,The sound of other headsets doesn't reach your ear well.<br />- Allows for answering and ending calls with the push of a button; all this for a non bluetooth phone!,NEGATIVE,0.9994175434112549,1
21,B00006ZCDS,5.0,connectivity,The sound of other headsets doesn't reach your ear well.<br />- Allows for answering and ending calls with the push of a button; all this for a non bluetooth phone!,NEGATIVE,0.9994175434112549,1
21,B00006ZCDS,5.0,battery,"You can do it on your headset like a BT-enabled phone can.<br />- Charges well, has good battery life (2-4 hr talk time)<br />- Indicators are clear and respond well<br />- Works for BT devices and non BT devices, awesome!<br />- You can adjust microphone volume as well as speaker volume.<br /><br />Cons:<br />- Pricier (but worth it)<br />- Just wish they had the BT250 for non bluetooth, but who knows, maybe this model, the BT200 is better.<br /><br />Honestly, I would have to say this is the best BT headset (or non bluetooth headset) on the market.",POSITIVE,0.9932021498680115,0
21,B00006ZCDS,5.0,sound_quality,"You can do it on your headset like a BT-enabled phone can.<br />- Charges well, has good battery life (2-4 hr talk time)<br />- Indicators are clear and respond well<br />- Works for BT devices and non BT devices, awesome!<br />- You can adjust microphone volume as well as speaker volume.<br /><br />Cons:<br />- Pricier (but worth it)<br />- Just wish they had the BT250 for non bluetooth, but who knows, maybe this model, the BT200 is better.<br /><br />Honestly, I would have to say this is the best BT headset (or non bluetooth headset) on the market.",POSITIVE,0.9932021498680115,0
21,B00006ZCDS,5.0,comfort_fit,"You can do it on your headset like a BT-enabled phone can.<br />- Charges well, has good battery life (2-4 hr talk time)<br />- Indicators are clear and respond well<br />- Works for BT devices and non BT devices, awesome!<br />- You can adjust microphone volume as well as speaker volume.<br /><br />Cons:<br />- Pricier (but worth it)<br />- Just wish they had the BT250 for non bluetooth, but who knows, maybe this model, the BT200 is better.<br /><br />Honestly, I would have to say this is the best BT headset (or non bluetooth headset) on the market.",POSITIVE,0.9932021498680115,0
21,B00006ZCDS,5.0,connectivity,"You can do it on your headset like a BT-enabled phone can.<br />- Charges well, has good battery life (2-4 hr talk time)<br />- Indicators are clear and respond well<br />- Works for BT devices and non BT devices, awesome!<br />- You can adjust microphone volume as well as speaker volume.<br /><br />Cons:<br />- Pricier (but worth it)<br />- Just wish they had the BT250 for non bluetooth, but who knows, maybe this model, the BT200 is better.<br /><br />Honestly, I would have to say this is the best BT headset (or non bluetooth headset) on the market.",POSITIVE,0.9932021498680115,0
21,B00006ZCDS,5.0,sound_quality,No other BT headset goes into you ear to provide sound clarity and boldness like this one.,POSITIVE,0.9994932413101196,0
21,B00006ZCDS,5.0,comfort_fit,No other BT headset goes into you ear to provide sound clarity and boldness like this one.,POSITIVE,0.9994932413101196,0
22,B01G8JO5F2,5.0,sound_quality,these are great headphones with great sound and very easy to use with my iphone.,POSITIVE,0.9997541308403015,0
22,B01G8JO5F2,5.0,comfort_fit,"There is no problem hearing me.<br /><br />i originally purchased the Bose wireless ear buds, and i returned as they were not comfortable.",NEGATIVE,0.9878748059272766,1
22,B01G8JO5F2,5.0,comfort_fit,The Senso earbuds are great!,POSITIVE,0.9998607635498047,0
23,B00C39KCQ8,5.0,sound_quality,I find myself listening to music using headphones almost daily.,NEGATIVE,0.8120595812797546,1
23,B00C39KCQ8,5.0,comfort_fit,These are the kind that wrap around your ears for a more secure fit.,POSITIVE,0.9593278169631958,0
23,B00C39KCQ8,5.0,comfort_fit,Luckily they are a comfortable fit as well.,POSITIVE,0.9993725419044495,0
23,B00C39KCQ8,5.0,sound_quality,"These ""Inspiration"" Serious Audio High Style In-Ear Headphones are made to work with Apple products like I-Pad, I-Phone, & I-Pods of course.",POSITIVE,0.9502366185188293,0
23,B00C39KCQ8,5.0,comfort_fit,"These ""Inspiration"" Serious Audio High Style In-Ear Headphones are made to work with Apple products like I-Pad, I-Phone, & I-Pods of course.",POSITIVE,0.9502366185188293,0
24,B089B658NP,4.0,sound_quality,If you place these just right in your ear AND you figure out on you tube how to increase the volume...There's not a better pair of ear buds other (in my opinion).,NEGATIVE,0.9237514138221741,1
24,B089B658NP,4.0,comfort_fit,If you place these just right in your ear AND you figure out on you tube how to increase the volume...There's not a better pair of ear buds other (in my opinion).,NEGATIVE,0.9237514138221741,1
24,B089B658NP,4.0,connectivity,If you place these just right in your ear AND you figure out on you tube how to increase the volume...There's not a better pair of ear buds other (in my opinion).,NEGATIVE,0.9237514138221741,1
24,B089B658NP,4.0,comfort_fit,The issue lies within the fit.,POSITIVE,0.9555781483650208,0
24,B089B658NP,4.0,comfort_fit,You get a small and a large rubber ear piece attachment that are SUPPOSED to make the buds fit the anatomy of your ear.,NEGATIVE,0.9965302348136902,1
24,B089B658NP,4.0,comfort_fit,Problem...not everyone has the same shaped ears!!!,NEGATIVE,0.9994493126869202,1
24,B089B658NP,4.0,comfort_fit,"Now, I would consider my ears as ""average"" for an adult male.",NEGATIVE,0.9902597069740295,1
24,B089B658NP,4.0,sound_quality,"If I turn my head, oops, on move slightly and the sound isn't as good.",NEGATIVE,0.9996026158332825,1
24,B089B658NP,4.0,comfort_fit,I see these little rubber covings that are supposed to go over the part that sticks in your ear...I don't know.,NEGATIVE,0.9969083666801453,1
25,B004S7Q8CA,5.0,comfort_fit,These JVC Headphone Xtreme-Explosives are some of the best wired earphones I've ever used.,POSITIVE,0.9993815422058105,0
